Date,DayOfWeek,FoodItem,Category,Quantity,PricePerItem,TotalSales,CustomerType,Weather,SpecialEvent
2024-07-06,Saturday,Coffee,Drink,3,13.2,39.6,New,Rainy,None
2024-11-22,Friday,Tea,Drink,5,19.84,99.2,New,Windy,None
2024-06-20,Thursday,Tea,Drink,5,16.87,84.35,Regular,Cold,None
2025-01-15,Wednesday,Tacos,Main Course,10,12.69,126.9,Occasional,Cloudy,None
2024-08-05,Monday,Tea,Drink,8,11.64,93.12,New,Windy,None
2025-01-13,Monday,Burger,Main Course,10,17.01,170.1,New,Cloudy,None
2024-09-14,Saturday,Tacos,Main Course,3,25.54,76.62,Regular,Windy,Weekend Special
2025-03-15,Saturday,Pizza,Main Course,4,5.47,21.88,Regular,Rainy,None
2024-07-16,Tuesday,Salad,Appetizer,7,17.55,122.85,New,Stormy,Festival
2025-02-26,Wednesday,Burger,Main Course,3,17.97,53.91,New,Cloudy,None
2024-11-28,Thursday,Tacos,Main Course,6,28.92,173.52,Regular,Windy,None
2024-11-30,Saturday,Steak,Main Course,5,20.25,101.25,Regular,Rainy,None
2024-10-08,Tuesday,Sushi,Main Course,4,28.54,114.16,Occasional,Cold,Holiday
2024-06-22,Saturday,Ice Cream,Dessert,6,17.0,102.0,New,Cloudy,None
2025-01-21,Tuesday,Pizza,Main Course,10,21.92,219.2,Regular,Stormy,Festival
2025-02-26,Wednesday,Pasta,Main Course,5,6.05,30.25,Occasional,Sunny,None
2025-01-21,Tuesday,Ice Cream,Dessert,5,23.68,118.4,Regular,Windy,None
2024-11-09,Saturday,Coffee,Drink,5,8.43,42.15,New,Windy,None
2024-04-02,Tuesday,Burger,Main Course,9,10.64,95.76,Regular,Sunny,None
2024-07-26,Friday,Ice Cream,Dessert,2,22.03,44.06,Regular,Windy,Discount Day
2024-06-09,Sunday,Pasta,Main Course,7,21.32,149.24,Occasional,Stormy,None
2024-12-12,Thursday,Salad,Appetizer,5,13.03,65.15,New,Sunny,None
2025-03-15,Saturday,Salad,Appetizer,9,23.47,211.23,Occasional,Sunny,Weekend Special
2024-06-05,Wednesday,Pasta,Main Course,7,27.06,189.42,Regular,Sunny,Discount Day
2024-08-21,Wednesday,Tacos,Main Course,8,9.66,77.28,New,Cold,Festival
2025-02-13,Thursday,Burger,Main Course,5,19.2,96.0,Regular,Cold,None
2024-04-10,Wednesday,Coffee,Drink,9,17.35,156.15,Occasional,Windy,None
2024-05-08,Wednesday,Salad,Appetizer,2,13.27,26.54,New,Cloudy,None
2025-03-06,Thursday,Pasta,Main Course,1,23.42,23.42,New,Windy,None
2024-09-25,Wednesday,Salad,Appetizer,3,20.27,60.81,New,Stormy,Festival
2024-09-03,Tuesday,Coffee,Drink,6,7.17,43.02,New,Rainy,Discount Day
2025-03-10,Monday,Ice Cream,Dessert,6,28.4,170.4,Regular,Stormy,None
2024-11-15,Friday,Sushi,Main Course,6,12.55,75.3,New,Sunny,None
2024-06-26,Wednesday,Steak,Main Course,4,6.55,26.2,Regular,Cold,None
2025-02-05,Wednesday,Coffee,Drink,5,22.26,111.3,New,Cold,None
2024-04-06,Saturday,Salad,Appetizer,4,28.93,115.72,Regular,Stormy,Holiday
2024-07-31,Wednesday,Tea,Drink,6,15.4,92.4,New,Stormy,Holiday
2024-05-11,Saturday,Salad,Appetizer,4,22.01,88.04,New,Sunny,None
2025-02-18,Tuesday,Coffee,Drink,6,6.95,41.7,New,Sunny,Festival
2024-12-02,Monday,Coffee,Drink,4,19.32,77.28,Regular,Cold,Festival
2024-05-11,Saturday,Ice Cream,Dessert,2,22.01,44.02,New,Stormy,None
2024-12-14,Saturday,Coffee,Drink,8,25.22,201.76,Regular,Windy,None
2024-11-04,Monday,Tea,Drink,1,18.97,18.97,New,Cold,Holiday
2024-06-27,Thursday,Tacos,Main Course,5,25.41,127.05,New,Windy,None
2024-04-20,Saturday,Tacos,Main Course,6,22.51,135.06,New,Sunny,Weekend Special
2024-03-27,Wednesday,Pizza,Main Course,8,5.79,46.32,Regular,Rainy,Holiday
2024-05-08,Wednesday,Tacos,Main Course,6,29.82,178.92,Regular,Stormy,None
2024-05-29,Wednesday,Coffee,Drink,3,21.34,64.02,Regular,Rainy,Discount Day
2024-08-25,Sunday,Tacos,Main Course,9,8.18,73.62,Occasional,Sunny,Holiday
2024-07-13,Saturday,Sushi,Main Course,8,21.84,174.72,New,Windy,None
2024-06-14,Friday,Salad,Appetizer,4,16.52,66.08,Regular,Rainy,Weekend Special
2025-03-10,Monday,Pizza,Main Course,1,25.24,25.24,Regular,Sunny,None
2024-08-25,Sunday,Pizza,Main Course,2,19.85,39.7,Regular,Cloudy,Holiday
2024-11-12,Tuesday,Burger,Main Course,4,23.51,94.04,Regular,Rainy,None
2024-09-20,Friday,Burger,Main Course,3,17.6,52.8,Regular,Cloudy,None
2024-07-25,Thursday,Tea,Drink,10,24.31,243.1,Occasional,Rainy,None
2025-02-01,Saturday,Pasta,Main Course,9,10.53,94.77,Regular,Sunny,None
2025-03-16,Sunday,Tea,Drink,3,20.65,61.95,Regular,Stormy,None
2024-07-04,Thursday,Steak,Main Course,7,24.65,172.55,Regular,Stormy,None
2024-06-29,Saturday,Sushi,Main Course,7,9.6,67.2,New,Rainy,Festival
2024-12-21,Saturday,Sushi,Main Course,3,25.14,75.42,Occasional,Windy,None
2024-07-26,Friday,Tacos,Main Course,9,18.25,164.25,Regular,Cold,None
2025-02-20,Thursday,Pizza,Main Course,8,26.18,209.44,Regular,Cloudy,Festival
2024-08-05,Monday,Burger,Main Course,5,14.43,72.15,New,Sunny,Festival
2024-03-26,Tuesday,Salad,Appetizer,10,23.11,231.1,New,Stormy,None
2024-08-12,Monday,Steak,Main Course,5,28.93,144.65,Regular,Rainy,Discount Day
2024-09-10,Tuesday,Pizza,Main Course,8,27.86,222.88,New,Cloudy,None
2024-05-02,Thursday,Salad,Appetizer,9,13.04,117.36,Regular,Stormy,None
2024-06-27,Thursday,Steak,Main Course,5,11.54,57.7,New,Stormy,None
2024-05-25,Saturday,Ice Cream,Dessert,6,27.86,167.16,Regular,Stormy,None
2024-04-15,Monday,Salad,Appetizer,3,5.41,16.23,New,Windy,None
2025-02-19,Wednesday,Tacos,Main Course,5,8.81,44.05,Regular,Stormy,None
2024-12-02,Monday,Salad,Appetizer,8,18.77,150.16,Occasional,Cold,None
2024-04-28,Sunday,Ice Cream,Dessert,8,16.52,132.16,New,Cold,None
2024-11-28,Thursday,Coffee,Drink,8,9.6,76.8,Occasional,Cloudy,Discount Day
2024-06-02,Sunday,Coffee,Drink,1,25.98,25.98,Regular,Cloudy,None
2025-01-23,Thursday,Burger,Main Course,7,8.44,59.08,New,Sunny,Holiday
2025-02-25,Tuesday,Burger,Main Course,4,17.64,70.56,Regular,Windy,None
2025-03-13,Thursday,Tea,Drink,8,21.48,171.84,Regular,Windy,None
2024-11-17,Sunday,Burger,Main Course,1,18.24,18.24,Regular,Cold,None
2024-06-12,Wednesday,Tacos,Main Course,3,7.68,23.04,Regular,Rainy,None
2024-12-05,Thursday,Tea,Drink,9,11.31,101.79,Regular,Stormy,None
2025-02-01,Saturday,Tacos,Main Course,8,19.13,153.04,Occasional,Rainy,None
2025-01-06,Monday,Pizza,Main Course,1,7.34,7.34,Regular,Windy,None
2025-01-09,Thursday,Burger,Main Course,3,7.07,21.21,Occasional,Cloudy,Holiday
2024-05-16,Thursday,Tea,Drink,2,27.37,54.74,Occasional,Rainy,None
2025-01-30,Thursday,Tea,Drink,8,11.78,94.24,Occasional,Cloudy,Weekend Special
2024-10-02,Wednesday,Coffee,Drink,10,21.45,214.5,Regular,Cold,None
2024-06-14,Friday,Salad,Appetizer,10,8.6,86.0,Occasional,Stormy,Weekend Special
2024-06-26,Wednesday,Sushi,Main Course,3,19.1,57.3,New,Stormy,None
2024-05-10,Friday,Coffee,Drink,6,14.6,87.6,New,Cloudy,Holiday
2024-10-21,Monday,Coffee,Drink,6,6.34,38.04,Regular,Sunny,None
2024-05-30,Thursday,Tea,Drink,10,14.92,149.2,New,Sunny,None
2024-09-12,Thursday,Ice Cream,Dessert,8,10.7,85.6,New,Stormy,None
2024-08-23,Friday,Tea,Drink,7,7.14,49.98,New,Rainy,Holiday
2024-08-06,Tuesday,Pizza,Main Course,5,8.86,44.3,New,Cloudy,None
2024-09-27,Friday,Tacos,Main Course,6,14.02,84.12,Regular,Cold,None
2024-06-09,Sunday,Sushi,Main Course,2,8.31,16.62,Regular,Stormy,None
2024-07-21,Sunday,Coffee,Drink,7,7.58,53.06,Regular,Windy,None
2024-07-17,Wednesday,Tea,Drink,6,26.59,159.54,Regular,Stormy,None
2025-03-16,Sunday,Pizza,Main Course,9,27.63,248.67,Occasional,Windy,None
2024-08-21,Wednesday,Tacos,Main Course,3,8.47,25.41,Regular,Stormy,None
2024-04-05,Friday,Pasta,Main Course,7,11.9,83.3,Regular,Sunny,None
2024-08-14,Wednesday,Salad,Appetizer,8,19.85,158.8,Regular,Sunny,None
2024-11-11,Monday,Burger,Main Course,7,13.31,93.17,New,Cold,None
2024-08-30,Friday,Tacos,Main Course,10,8.4,84.0,Regular,Cloudy,None
2024-11-21,Thursday,Steak,Main Course,3,29.11,87.33,Occasional,Cold,Holiday
2024-04-01,Monday,Ice Cream,Dessert,10,24.55,245.5,Regular,Cold,Festival
2024-05-13,Monday,Tacos,Main Course,6,7.85,47.1,New,Windy,Discount Day
2025-01-10,Friday,Pasta,Main Course,9,5.67,51.03,New,Cloudy,None
2024-05-17,Friday,Sushi,Main Course,2,25.47,50.94,New,Stormy,None
2024-10-19,Saturday,Pasta,Main Course,5,11.05,55.25,New,Cloudy,None
2024-11-21,Thursday,Tacos,Main Course,2,16.23,32.46,New,Windy,None
2024-12-24,Tuesday,Coffee,Drink,7,18.59,130.13,New,Cold,Holiday
2024-07-30,Tuesday,Coffee,Drink,10,20.95,209.5,Regular,Rainy,None
2024-05-10,Friday,Steak,Main Course,3,21.17,63.51,Regular,Cloudy,None
2024-09-04,Wednesday,Tacos,Main Course,6,29.14,174.84,Regular,Sunny,None
2024-07-02,Tuesday,Salad,Appetizer,9,23.67,213.03,New,Cloudy,None
2024-12-27,Friday,Ice Cream,Dessert,6,14.78,88.68,New,Windy,None
2025-03-18,Tuesday,Pasta,Main Course,6,29.94,179.64,Regular,Cold,None
2024-07-04,Thursday,Pizza,Main Course,2,25.78,51.56,New,Cold,None
2024-06-04,Tuesday,Ice Cream,Dessert,4,18.03,72.12,Regular,Sunny,None
2024-12-31,Tuesday,Ice Cream,Dessert,6,6.68,40.08,Regular,Cloudy,None
2024-04-28,Sunday,Steak,Main Course,2,21.93,43.86,Regular,Cloudy,None
2024-06-08,Saturday,Pasta,Main Course,9,9.0,81.0,New,Stormy,None
2025-02-04,Tuesday,Tacos,Main Course,3,9.66,28.98,New,Stormy,None
2024-09-22,Sunday,Tea,Drink,4,16.24,64.96,Regular,Sunny,Holiday
2024-05-28,Tuesday,Salad,Appetizer,5,23.81,119.05,Occasional,Sunny,None
2024-10-06,Sunday,Coffee,Drink,3,14.14,42.42,Regular,Sunny,None
2025-03-23,Sunday,Ice Cream,Dessert,9,29.15,262.35,Regular,Stormy,None
2024-08-15,Thursday,Tea,Drink,2,13.7,27.4,Occasional,Windy,None
2024-07-07,Sunday,Sushi,Main Course,10,19.75,197.5,New,Cold,None
2024-05-10,Friday,Sushi,Main Course,2,9.58,19.16,New,Windy,None
2024-11-29,Friday,Tea,Drink,3,19.37,58.11,Regular,Stormy,None
2025-01-16,Thursday,Pasta,Main Course,9,9.17,82.53,Regular,Rainy,None
2024-12-05,Thursday,Ice Cream,Dessert,10,6.34,63.4,Regular,Sunny,None
2024-08-22,Thursday,Salad,Appetizer,7,29.1,203.7,New,Stormy,None
2024-05-29,Wednesday,Ice Cream,Dessert,7,22.75,159.25,Regular,Rainy,None
2024-08-30,Friday,Burger,Main Course,4,12.3,49.2,Regular,Windy,None
2024-10-20,Sunday,Ice Cream,Dessert,10,23.56,235.6,New,Windy,None
2024-12-18,Wednesday,Tea,Drink,2,11.7,23.4,New,Cold,None
2024-11-27,Wednesday,Burger,Main Course,8,18.66,149.28,Occasional,Sunny,Holiday
2025-03-21,Friday,Salad,Appetizer,5,26.87,134.35,Regular,Cold,None
2024-05-17,Friday,Pizza,Main Course,8,26.63,213.04,Regular,Rainy,None
2024-05-19,Sunday,Tea,Drink,6,26.53,159.18,New,Stormy,None
2024-07-08,Monday,Pasta,Main Course,4,25.34,101.36,Occasional,Windy,None
2024-09-26,Thursday,Sushi,Main Course,10,18.47,184.7,Regular,Cloudy,None
2024-11-22,Friday,Tea,Drink,5,28.81,144.05,New,Cloudy,Festival
2024-06-12,Wednesday,Pasta,Main Course,7,27.97,195.79,Occasional,Cloudy,None
2024-11-02,Saturday,Pasta,Main Course,4,8.66,34.64,Regular,Rainy,Holiday
2024-06-15,Saturday,Tacos,Main Course,8,8.55,68.4,New,Cloudy,None
2024-05-17,Friday,Ice Cream,Dessert,2,20.84,41.68,Occasional,Sunny,None
2024-04-04,Thursday,Sushi,Main Course,6,16.37,98.22,Regular,Windy,None
2024-09-14,Saturday,Pizza,Main Course,8,20.87,166.96,New,Sunny,Holiday
2024-08-27,Tuesday,Tacos,Main Course,4,29.2,116.8,Occasional,Stormy,None
2024-08-11,Sunday,Sushi,Main Course,6,18.68,112.08,Regular,Stormy,Holiday
2024-12-27,Friday,Burger,Main Course,1,7.49,7.49,New,Stormy,None
2025-02-28,Friday,Pasta,Main Course,8,16.41,131.28,Occasional,Stormy,None
2024-11-10,Sunday,Pasta,Main Course,5,8.97,44.85,Occasional,Cold,None
2024-12-21,Saturday,Steak,Main Course,5,7.06,35.3,New,Cloudy,None
2024-08-12,Monday,Tacos,Main Course,5,23.15,115.75,New,Stormy,None
2025-02-07,Friday,Pizza,Main Course,1,10.34,10.34,Regular,Windy,None
2024-06-23,Sunday,Ice Cream,Dessert,1,5.2,5.2,Regular,Sunny,Discount Day
2024-12-17,Tuesday,Tacos,Main Course,3,16.94,50.82,Regular,Sunny,Holiday
2024-07-29,Monday,Pizza,Main Course,2,12.83,25.66,Occasional,Rainy,None
2024-10-04,Friday,Pasta,Main Course,3,6.71,20.13,New,Windy,None
2025-02-24,Monday,Ice Cream,Dessert,6,23.06,138.36,New,Rainy,Weekend Special
2024-07-11,Thursday,Tea,Drink,8,26.5,212.0,Regular,Sunny,None
2024-11-09,Saturday,Pizza,Main Course,10,23.25,232.5,Regular,Stormy,None
2024-06-04,Tuesday,Pasta,Main Course,4,11.92,47.68,Regular,Windy,None
2025-01-01,Wednesday,Tea,Drink,5,24.47,122.35,New,Cloudy,Festival
2024-09-10,Tuesday,Salad,Appetizer,9,20.17,181.53,Regular,Stormy,None
2024-07-30,Tuesday,Burger,Main Course,4,17.37,69.48,Regular,Stormy,None
2024-09-16,Monday,Pizza,Main Course,9,27.22,244.98,Regular,Cold,Weekend Special
2024-04-15,Monday,Pasta,Main Course,7,26.52,185.64,New,Cold,None
2024-08-11,Sunday,Pasta,Main Course,8,28.86,230.88,New,Sunny,None
2025-03-19,Wednesday,Burger,Main Course,5,10.39,51.95,Occasional,Stormy,None
2024-11-20,Wednesday,Coffee,Drink,7,15.59,109.13,Regular,Cloudy,None
2024-09-30,Monday,Tea,Drink,3,11.94,35.82,Regular,Windy,Weekend Special
2024-05-19,Sunday,Pasta,Main Course,9,13.17,118.53,New,Cloudy,None
2024-07-19,Friday,Pizza,Main Course,5,22.47,112.35,New,Rainy,None
2024-10-26,Saturday,Pizza,Main Course,7,7.9,55.3,New,Sunny,None
2024-05-16,Thursday,Pasta,Main Course,2,5.32,10.64,Regular,Sunny,None
2024-04-29,Monday,Steak,Main Course,9,17.93,161.37,Occasional,Cold,None
2025-02-20,Thursday,Pasta,Main Course,5,23.32,116.6,Regular,Sunny,None
2024-04-08,Monday,Tacos,Main Course,5,18.1,90.5,Regular,Windy,None
2024-03-31,Sunday,Ice Cream,Dessert,8,17.77,142.16,Regular,Windy,None
2025-02-08,Saturday,Pasta,Main Course,5,24.33,121.65,Occasional,Cloudy,Holiday
2024-08-01,Thursday,Salad,Appetizer,9,5.06,45.54,Occasional,Sunny,None
2024-05-10,Friday,Ice Cream,Dessert,6,14.57,87.42,Regular,Sunny,None
2024-03-30,Saturday,Tacos,Main Course,4,13.05,52.2,Regular,Cloudy,None
2024-11-19,Tuesday,Pizza,Main Course,10,14.32,143.2,New,Sunny,None
2024-08-13,Tuesday,Coffee,Drink,1,28.85,28.85,Regular,Stormy,Festival
2025-01-24,Friday,Sushi,Main Course,6,7.16,42.96,Regular,Cold,None
2024-10-16,Wednesday,Tea,Drink,5,23.49,117.45,Regular,Cold,None
2024-09-23,Monday,Ice Cream,Dessert,4,23.31,93.24,New,Rainy,None
2025-01-11,Saturday,Tacos,Main Course,1,10.82,10.82,Regular,Cloudy,Festival
2024-12-31,Tuesday,Steak,Main Course,1,23.97,23.97,Regular,Cloudy,Holiday
2025-03-23,Sunday,Pizza,Main Course,4,18.25,73.0,Regular,Stormy,Discount Day
2025-01-14,Tuesday,Pasta,Main Course,5,7.33,36.65,Occasional,Windy,None
2024-10-29,Tuesday,Steak,Main Course,8,29.36,234.88,Regular,Sunny,None
2025-02-19,Wednesday,Tacos,Main Course,2,19.8,39.6,Regular,Cloudy,Discount Day
2024-10-20,Sunday,Salad,Appetizer,5,11.52,57.6,Regular,Stormy,Holiday
2024-11-01,Friday,Steak,Main Course,6,16.32,97.92,Regular,Rainy,None
2025-01-15,Wednesday,Tea,Drink,2,8.89,17.78,Regular,Stormy,None
2024-10-14,Monday,Pizza,Main Course,9,13.96,125.64,New,Stormy,None
2024-05-20,Monday,Sushi,Main Course,2,7.26,14.52,Occasional,Cold,Festival
2024-05-19,Sunday,Tea,Drink,1,10.38,10.38,Occasional,Rainy,None
2024-04-11,Thursday,Salad,Appetizer,6,14.91,89.46,Regular,Cold,None
2024-11-27,Wednesday,Pasta,Main Course,1,28.8,28.8,Occasional,Windy,Holiday
2024-10-03,Thursday,Salad,Appetizer,2,16.55,33.1,Occasional,Rainy,None
2024-09-22,Sunday,Burger,Main Course,4,8.27,33.08,Occasional,Cold,None
2025-01-12,Sunday,Pizza,Main Course,10,19.65,196.5,Occasional,Sunny,None
2024-04-20,Saturday,Pizza,Main Course,4,27.56,110.24,Regular,Rainy,None
2024-06-24,Monday,Steak,Main Course,2,6.07,12.14,Regular,Rainy,Weekend Special
2024-03-30,Saturday,Tacos,Main Course,7,17.4,121.8,Regular,Stormy,None
2024-09-03,Tuesday,Salad,Appetizer,3,11.87,35.61,Regular,Rainy,None
2024-10-15,Tuesday,Tea,Drink,10,11.14,111.4,Regular,Stormy,Festival
2024-08-26,Monday,Ice Cream,Dessert,1,7.19,7.19,Regular,Stormy,None
2024-11-02,Saturday,Coffee,Drink,4,20.77,83.08,Occasional,Sunny,Discount Day
2025-01-17,Friday,Steak,Main Course,8,18.61,148.88,Regular,Windy,None
2024-12-29,Sunday,Tacos,Main Course,5,9.5,47.5,Regular,Rainy,None
2024-12-13,Friday,Sushi,Main Course,1,25.22,25.22,Regular,Cold,Holiday
2024-12-30,Monday,Salad,Appetizer,3,7.5,22.5,New,Cold,None
2025-02-02,Sunday,Burger,Main Course,4,19.39,77.56,Occasional,Stormy,None
2025-02-01,Saturday,Pasta,Main Course,3,10.91,32.73,Regular,Cloudy,None
2024-10-09,Wednesday,Tea,Drink,1,22.59,22.59,Regular,Windy,None
2024-09-29,Sunday,Tea,Drink,4,25.92,103.68,Occasional,Stormy,None
2024-06-16,Sunday,Pasta,Main Course,8,5.95,47.6,Regular,Windy,None
2024-04-13,Saturday,Coffee,Drink,8,5.02,40.16,Occasional,Rainy,Festival
2024-12-21,Saturday,Steak,Main Course,3,27.97,83.91,Occasional,Cold,None
2024-12-27,Friday,Pasta,Main Course,10,22.62,226.2,Regular,Sunny,Festival
2024-10-01,Tuesday,Steak,Main Course,2,14.34,28.68,Occasional,Stormy,None
2025-01-24,Friday,Steak,Main Course,5,13.07,65.35,Occasional,Cloudy,Weekend Special
2024-06-10,Monday,Ice Cream,Dessert,6,9.36,56.16,Occasional,Cloudy,Festival
2024-11-04,Monday,Tea,Drink,6,10.58,63.48,New,Rainy,None
2024-09-08,Sunday,Sushi,Main Course,3,9.44,28.32,Regular,Cloudy,Weekend Special
2025-03-19,Wednesday,Tacos,Main Course,10,5.81,58.1,New,Windy,None
2024-09-06,Friday,Tea,Drink,2,28.42,56.84,Regular,Cloudy,None
2024-10-17,Thursday,Steak,Main Course,6,9.2,55.2,Occasional,Sunny,Festival
2025-03-16,Sunday,Steak,Main Course,8,5.28,42.24,Regular,Cloudy,None
2024-10-31,Thursday,Sushi,Main Course,2,23.01,46.02,Regular,Stormy,Holiday
2024-05-26,Sunday,Pasta,Main Course,7,17.33,121.31,Regular,Windy,None
2025-01-25,Saturday,Ice Cream,Dessert,10,21.27,212.7,New,Rainy,None
2024-09-04,Wednesday,Burger,Main Course,5,5.5,27.5,Regular,Sunny,None
2024-09-29,Sunday,Pasta,Main Course,7,9.02,63.14,Regular,Sunny,None
2024-07-11,Thursday,Tea,Drink,8,22.61,180.88,Regular,Cloudy,None
2025-01-29,Wednesday,Tacos,Main Course,3,6.34,19.02,Regular,Rainy,None
2024-10-30,Wednesday,Coffee,Drink,9,11.63,104.67,Regular,Rainy,None
2024-08-11,Sunday,Tacos,Main Course,10,18.74,187.4,Regular,Sunny,None
2025-02-04,Tuesday,Tacos,Main Course,2,12.36,24.72,New,Windy,None
2025-03-01,Saturday,Pizza,Main Course,1,10.17,10.17,New,Sunny,None
2025-01-07,Tuesday,Pizza,Main Course,5,24.62,123.1,Regular,Cloudy,None
2024-10-22,Tuesday,Coffee,Drink,7,9.62,67.34,Occasional,Cold,None
2024-04-12,Friday,Burger,Main Course,5,15.99,79.95,Regular,Cold,None
2025-01-07,Tuesday,Pasta,Main Course,2,7.14,14.28,Regular,Windy,None
2024-04-25,Thursday,Tea,Drink,4,18.84,75.36,Occasional,Windy,None
2024-06-13,Thursday,Coffee,Drink,8,19.32,154.56,Regular,Cold,None
2024-06-01,Saturday,Burger,Main Course,9,19.28,173.52,New,Windy,None
2024-05-14,Tuesday,Tea,Drink,3,8.01,24.03,New,Rainy,Weekend Special
2025-03-04,Tuesday,Pasta,Main Course,4,25.21,100.84,Regular,Stormy,None
2024-08-18,Sunday,Tacos,Main Course,4,29.93,119.72,New,Windy,None
2024-08-22,Thursday,Pizza,Main Course,2,14.7,29.4,Regular,Cold,Festival
2024-07-12,Friday,Coffee,Drink,8,27.93,223.44,Regular,Cloudy,None
2024-06-11,Tuesday,Coffee,Drink,7,7.81,54.67,Regular,Windy,None
2024-12-01,Sunday,Pizza,Main Course,2,19.07,38.14,Regular,Cold,Festival
2024-09-11,Wednesday,Steak,Main Course,7,11.6,81.2,New,Windy,None
2024-04-17,Wednesday,Burger,Main Course,3,11.89,35.67,Regular,Windy,None
2024-08-10,Saturday,Tacos,Main Course,1,14.89,14.89,Occasional,Cloudy,None
2025-01-30,Thursday,Ice Cream,Dessert,5,27.43,137.15,Regular,Cold,None
2024-05-30,Thursday,Ice Cream,Dessert,2,29.31,58.62,Regular,Cold,Discount Day
2024-07-14,Sunday,Ice Cream,Dessert,6,11.74,70.44,Regular,Cloudy,None
2024-08-10,Saturday,Ice Cream,Dessert,4,27.84,111.36,Regular,Stormy,Holiday
2025-02-19,Wednesday,Steak,Main Course,1,17.88,17.88,Regular,Cold,Holiday
2024-05-27,Monday,Tacos,Main Course,3,24.51,73.53,New,Windy,None
2024-12-27,Friday,Salad,Appetizer,4,25.92,103.68,Regular,Stormy,None
2024-07-10,Wednesday,Steak,Main Course,4,11.85,47.4,Occasional,Windy,None
2024-12-29,Sunday,Pizza,Main Course,1,11.05,11.05,Regular,Stormy,None
2025-03-21,Friday,Ice Cream,Dessert,10,18.78,187.8,Regular,Cold,Holiday
2025-02-26,Wednesday,Pizza,Main Course,5,5.69,28.45,Regular,Windy,Holiday
2025-03-11,Tuesday,Salad,Appetizer,4,21.18,84.72,New,Cold,None
2024-07-15,Monday,Coffee,Drink,1,26.62,26.62,Occasional,Cloudy,None
2024-10-19,Saturday,Pasta,Main Course,3,20.03,60.09,Regular,Cold,None
2025-02-24,Monday,Sushi,Main Course,5,15.6,78.0,Regular,Cold,None
2024-10-14,Monday,Salad,Appetizer,8,12.55,100.4,New,Windy,None
2024-12-02,Monday,Pizza,Main Course,1,17.79,17.79,New,Cold,None
2024-10-07,Monday,Tea,Drink,10,12.07,120.7,New,Stormy,None
2024-09-21,Saturday,Sushi,Main Course,6,26.54,159.24,Regular,Cloudy,Discount Day
2024-04-11,Thursday,Sushi,Main Course,4,8.75,35.0,New,Sunny,Festival
2024-05-04,Saturday,Tea,Drink,7,21.51,150.57,New,Cloudy,None
2024-12-18,Wednesday,Ice Cream,Dessert,5,11.49,57.45,Regular,Stormy,Holiday
2025-01-20,Monday,Tea,Drink,10,25.4,254.0,Regular,Cloudy,None
2025-01-09,Thursday,Coffee,Drink,8,27.66,221.28,New,Windy,None
2024-10-03,Thursday,Pasta,Main Course,9,9.53,85.77,Regular,Rainy,Holiday
2024-04-20,Saturday,Coffee,Drink,3,28.67,86.01,Occasional,Cloudy,None
2024-07-25,Thursday,Steak,Main Course,4,23.61,94.44,Regular,Cold,None
2024-08-27,Tuesday,Tea,Drink,5,16.59,82.95,Regular,Sunny,Festival
2024-05-17,Friday,Tea,Drink,10,28.61,286.1,Regular,Rainy,None
2024-04-29,Monday,Tacos,Main Course,9,12.46,112.14,Regular,Rainy,None
2025-03-18,Tuesday,Salad,Appetizer,6,15.23,91.38,New,Stormy,None
2025-03-08,Saturday,Pasta,Main Course,2,17.19,34.38,New,Rainy,None
2024-10-07,Monday,Burger,Main Course,1,16.3,16.3,Regular,Rainy,None
2025-01-25,Saturday,Pasta,Main Course,8,24.63,197.04,New,Rainy,None
2024-08-03,Saturday,Tacos,Main Course,7,15.73,110.11,Regular,Sunny,None
2024-06-13,Thursday,Salad,Appetizer,6,28.75,172.5,Occasional,Windy,None
2025-02-22,Saturday,Burger,Main Course,4,10.66,42.64,Occasional,Cold,None
2024-10-01,Tuesday,Tacos,Main Course,9,19.72,177.48,Regular,Sunny,None
2025-01-22,Wednesday,Sushi,Main Course,8,23.2,185.6,New,Cold,None
2024-05-01,Wednesday,Pasta,Main Course,6,29.9,179.4,Regular,Rainy,None
2024-04-04,Thursday,Tacos,Main Course,1,10.71,10.71,New,Rainy,None
2024-07-11,Thursday,Burger,Main Course,10,17.62,176.2,Regular,Cloudy,None
2025-02-25,Tuesday,Burger,Main Course,7,26.91,188.37,Regular,Windy,None
2025-02-12,Wednesday,Tea,Drink,1,21.55,21.55,New,Sunny,None
2025-02-24,Monday,Pizza,Main Course,7,16.11,112.77,Regular,Cold,None
2024-07-29,Monday,Pasta,Main Course,4,22.38,89.52,New,Cold,None
2024-12-23,Monday,Pizza,Main Course,9,11.75,105.75,New,Rainy,None
2024-07-22,Monday,Pizza,Main Course,9,22.97,206.73,Regular,Sunny,Holiday
2024-05-30,Thursday,Ice Cream,Dessert,4,20.23,80.92,New,Windy,Discount Day
2024-11-20,Wednesday,Steak,Main Course,7,12.38,86.66,Regular,Stormy,Weekend Special
2024-10-17,Thursday,Ice Cream,Dessert,6,10.86,65.16,Regular,Sunny,Weekend Special
2024-12-21,Saturday,Tea,Drink,8,8.73,69.84,Regular,Windy,None
2025-01-31,Friday,Pizza,Main Course,5,21.11,105.55,Regular,Cold,None
2024-05-01,Wednesday,Burger,Main Course,2,25.33,50.66,Occasional,Cold,None
2025-02-14,Friday,Steak,Main Course,7,23.46,164.22,Regular,Sunny,None
